Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-03-29,172.188,174.501,169.527,173.218,282987.50268868
2022-03-30,173.218,177.589,172.731,176.442,292692.13120141
2022-03-31,175.354,176.831,168.787,168.787,461485.55427892
2022-04-01,169.04,171.663,168.166,170.75,234273.9320093
2022-04-04,170.012,170.886,167.194,169.158,195330.8676773
2022-04-05,170.012,174.79,169.507,171.274,345278.08334713
2022-04-06,173.003,173.003,168.671,170.11,192766.77883287
2022-04-07,171.566,172.286,168.749,169.04,244091.7880503
2022-04-08,170.982,170.982,165.639,166.009,206682.44205558
2022-04-11,165.251,170.886,164.086,170.77,244831.88434862
2022-04-12,169.779,169.915,163.891,163.988,260471.69402433
2022-04-13,165.155,166.436,163.386,165.038,128028.42488175
2022-04-14,163.036,165.407,158.314,162.239,481056.41786744
2022-04-19,162.239,163.172,145.53,145.628,1719748.0781916
2022-04-20,145.724,148.056,133.522,133.522,1265706.7192251
2022-04-21,134.066,135.757,124.157,124.974,1445719.9610116
2022-04-22,125.323,128.334,122.04,123.963,1101778.991839
2022-04-25,123.38,127.557,122.117,126.995,949970.72734115
2022-04-26,128.178,129.403,123.166,124.313,586303.46406402
2022-04-27,124.351,127.189,121.437,125.439,662328.54389997
2022-04-28,126.294,126.975,118.853,119.959,660381.03041396
2022-04-29,120.622,123.283,116.327,117.531,661468.01468523
2022-05-02,116.404,117.765,112.207,116.016,400657.66741729
2022-05-04,116.579,120.154,111.935,119.552,770390.83818547
2022-05-05,121.146,121.845,115.51,116.074,429483.33742903
2022-05-06,113.666,115.084,111.1,114.383,511677.25887262
2022-05-09,114.383,114.636,110.887,111.78,306350.45913262
2022-05-10,114.015,114.831,110.051,113.18,309314.9616906
2022-05-11,114.111,117.998,112.479,117.629,419998.98792581
2022-05-12,113.782,116.113,110.382,113.296,399850.66394318
2022-05-13,114.035,118.25,112.946,117.24,337758.74612975
2022-05-16,117.066,117.94,113.548,113.548,240046.47726806
2022-05-17,115.103,121.825,114.055,120.602,564473.19661621
2022-05-18,121.242,121.398,115.434,115.706,442292.45889831
2022-05-19,113.859,114.675,111.47,113.548,696592.2232915
2022-05-20,113.666,118.212,113.314,114.986,400850.15421533
2022-05-23,116.579,118.387,112.227,113.296,285789.36934244
2022-05-24,112.344,113.471,107.661,107.836,581813.47789807
2022-05-25,107.836,108.205,102.862,104.922,494473.87996582
2022-05-26,105.407,108.419,103.581,107.468,389692.09597626
2022-05-27,108.867,111.47,104.145,109.08,613660.26423192
2022-05-30,110.751,114.618,109.798,109.876,351882.33626797
2022-05-31,109.876,109.935,105.388,105.564,1218218.0645332
2022-06-01,106.184,107.468,105.115,105.272,297227.40837866
2022-06-02,105.951,105.951,103.424,104.863,253402.17889647
2022-06-03,105.796,106.573,101.035,101.229,267725.46122089
2022-06-06,101.619,105.64,100.628,103.853,283965.37679635
