Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-06-25,1.15,1.15,1.08,1.115,2480
2024-06-26,1.105,1.105,1.025,1.095,3986
2024-06-27,0.992,1.085,0.992,1.085,14633
2024-06-28,1.075,1.33,1.075,1.16,124321
2024-07-01,1.12,1.295,1.11,1.145,98318
2024-07-02,1.14,1.16,1.07,1.07,48303
2024-07-03,1.13,1.13,1.125,1.13,3981
2024-07-04,1.135,1.135,1.065,1.1,6408
2024-07-05,1.115,1.12,1.115,1.12,459
2024-07-08,1.09,1.135,1.055,1.135,9513
2024-07-09,1.125,1.125,1.085,1.1,1522
2024-07-10,1.055,1.08,1.055,1.08,130
2024-07-11,1.085,1.085,1.055,1.07,714
2024-07-12,1.075,1.075,1.055,1.07,245
2024-07-15,1.07,1.07,1.045,1.07,1101
2024-07-16,1.045,1.07,1.025,1.025,4949
2024-07-17,1.04,1.04,1.015,1.025,10936
2024-07-18,1.04,1.04,0.98,1.005,16272
2024-07-19,1.04,1.04,1.04,1.04,8867
2024-07-22,1.04,1.04,1.005,1.01,2677
2024-07-23,1.025,1.025,1.025,1.025,2
2024-07-24,1.025,1.025,1.025,1.025,1
2024-07-25,1.025,1.025,1.025,1.025,2
2024-07-26,1.025,1.025,1.025,1.025,2
2024-07-29,1.02,1.02,1.02,1.02,1
2024-07-30,1.015,1.02,0.95,1.02,17016
2024-07-31,0.966,0.966,0.96,0.96,1245
2024-08-01,1,1,0.91,0.964,10411
2024-08-02,0.964,1.02,0.964,0.98,1169
2024-08-05,1.015,1.015,0.91,0.978,9232
2024-08-06,0.978,0.978,0.978,0.978,10
2024-08-07,0.95,0.95,0.922,0.94,91
2024-08-08,0.938,0.938,0.924,0.938,2445
2024-08-09,0.938,0.95,0.922,0.924,3043
2024-08-12,0.924,0.924,0.91,0.91,3370
2024-08-13,0.94,0.94,0.912,0.912,190
2024-08-14,0.938,0.938,0.91,0.91,235
2024-08-16,0.938,0.938,0.88,0.888,44104
2024-08-19,0.908,0.918,0.864,0.864,6313
2024-08-20,0.89,0.89,0.87,0.87,1144
2024-08-21,0.888,0.888,0.84,0.868,2387
2024-08-22,0.868,0.898,0.868,0.898,5236
2024-08-23,0.862,0.898,0.862,0.898,2203
2024-08-26,0.87,0.938,0.87,0.938,6610
2024-08-27,0.938,0.938,0.92,0.938,343
2024-08-28,0.938,0.938,0.938,0.938,10
2024-08-29,0.9,0.938,0.9,0.92,3102
2024-08-30,0.938,0.938,0.9,0.938,2105
2024-09-02,0.938,0.938,0.87,0.938,27900
2024-09-03,0.938,0.938,0.938,0.938,10
2024-09-04,0.93,0.93,0.93,0.93,10
2024-09-05,0.93,0.93,0.882,0.916,91
2024-09-06,0.928,0.928,0.928,0.928,10
2024-09-09,0.928,0.928,0.866,0.914,10745
2024-09-10,0.914,0.914,0.87,0.914,8720
2024-09-11,0.914,0.914,0.872,0.914,3015
2024-09-12,0.91,0.91,0.866,0.906,3723
2024-09-13,0.906,0.906,0.83,0.87,11461
2024-09-16,0.88,0.908,0.862,0.908,251
2024-09-17,0.908,0.908,0.818,0.908,36863
2024-09-18,0.906,0.906,0.822,0.906,1304
2024-09-19,0.83,0.9,0.83,0.9,5537
2024-09-20,0.89,0.89,0.832,0.85,561
2024-09-23,0.83,0.888,0.828,0.868,7694
2024-09-24,0.87,0.89,0.87,0.87,606
2024-09-25,0.88,0.88,0.868,0.878,10155
2024-09-26,0.878,0.88,0.83,0.876,10778
2024-09-27,0.83,0.874,0.83,0.874,500
2024-09-30,0.874,0.874,0.836,0.848,7244
2024-10-01,0.848,0.85,0.848,0.848,4010
2024-10-02,0.858,0.858,0.85,0.85,5056
2024-10-03,0.858,0.858,0.854,0.856,5079
2024-10-04,0.858,0.858,0.85,0.85,169
2024-10-07,0.858,0.858,0.85,0.856,42
2024-10-08,0.85,0.856,0.81,0.84,7488
2024-10-09,0.854,0.854,0.802,0.854,45
2024-10-10,0.854,0.854,0.84,0.84,2022
2024-10-11,0.84,0.84,0.81,0.81,995
2024-10-14,0.83,0.83,0.83,0.83,10
2024-10-15,0.83,0.836,0.802,0.836,1604
2024-10-16,0.836,0.836,0.802,0.836,130
2024-10-17,0.836,0.836,0.83,0.83,5010
2024-10-18,0.838,0.838,0.83,0.83,4091
2024-10-21,0.838,0.838,0.83,0.83,1222
2024-10-22,0.838,0.838,0.83,0.83,4709
2024-10-23,0.838,0.838,0.804,0.804,5074
2024-10-24,0.826,0.826,0.826,0.826,10
2024-10-25,0.824,0.824,0.824,0.824,2
2024-10-28,0.824,0.824,0.806,0.81,2031
2024-10-29,0.824,0.824,0.8,0.824,70
2024-10-30,0.824,0.824,0.8,0.8,2545
2024-10-31,0.824,0.824,0.824,0.824,2010
2024-11-04,0.824,0.824,0.824,0.824,10
2024-11-05,0.824,0.824,0.824,0.824,10
2024-11-06,0.824,0.824,0.81,0.81,1089
2024-11-07,0.824,0.824,0.824,0.824,1
2024-11-08,0.822,0.822,0.822,0.822,1
2024-11-12,0.822,0.822,0.812,0.812,22
2024-11-13,0.822,0.822,0.822,0.822,10
2024-11-14,0.822,0.822,0.81,0.822,48
2024-11-15,0.822,0.822,0.822,0.822,1010
2024-11-18,0.822,0.822,0.81,0.81,33
2024-11-19,0.818,0.818,0.79,0.8,7695
2024-11-20,0.8,0.8,0.78,0.78,8324
2024-11-21,0.78,0.82,0.78,0.78,338
2024-11-22,0.78,0.8,0.78,0.8,1458
2024-11-25,0.79,0.79,0.78,0.78,4369
2024-11-26,0.78,0.79,0.78,0.79,350
2024-11-27,0.79,0.79,0.78,0.78,1346
2024-11-28,0.77,0.78,0.77,0.78,205
2024-11-29,0.78,0.78,0.78,0.78,10
2024-12-02,0.78,0.78,0.77,0.78,1023
2024-12-03,0.77,0.77,0.77,0.77,823
2024-12-04,0.77,0.77,0.702,0.702,11110
2024-12-05,0.738,0.74,0.702,0.74,5789
2024-12-06,0.702,0.74,0.702,0.74,2842
2024-12-09,0.74,0.74,0.728,0.73,725
2024-12-10,0.73,0.73,0.73,0.73,210
2024-12-11,0.73,0.73,0.7,0.73,3829
2024-12-12,0.728,0.728,0.728,0.728,10
2024-12-13,0.7,0.728,0.7,0.728,596
2024-12-16,0.728,0.728,0.66,0.72,17079
2024-12-17,0.728,0.728,0.65,0.69,5320
2024-12-18,0.692,0.692,0.652,0.692,685
2024-12-19,0.72,0.72,0.652,0.652,704
2024-12-20,0.652,0.652,0.646,0.646,6219
2024-12-23,0.69,0.69,0.624,0.67,20555
2024-12-27,0.658,0.67,0.658,0.658,4049
2024-12-30,0.67,0.69,0.648,0.69,29477
2025-01-02,0.69,0.69,0.652,0.67,3272
2025-01-03,0.67,0.686,0.67,0.686,13404
2025-01-07,0.68,0.71,0.68,0.686,6033
2025-01-08,0.75,0.824,0.686,0.75,201337
2025-01-09,0.77,0.778,0.74,0.74,28224
2025-01-10,0.808,0.808,0.736,0.736,13714
2025-01-13,0.74,0.764,0.692,0.736,39101
2025-01-14,0.698,0.74,0.694,0.738,30800
2025-01-15,0.738,0.758,0.702,0.736,5137
2025-01-16,0.736,0.736,0.736,0.736,2
2025-01-17,0.736,0.736,0.708,0.736,2452
2025-01-20,0.728,0.968,0.728,0.968,481263
2025-01-21,1.23,1.23,0.93,0.93,824363
2025-01-22,0.902,1.13,0.882,1.11,444190
2025-01-23,1.12,1.44,1.12,1.44,438919
2025-01-24,1.5,1.5,1.115,1.225,419283
2025-01-27,1.16,1.275,1.13,1.19,210207
2025-01-28,1.15,1.305,1.14,1.2,243554
2025-01-29,1.2,1.245,1.095,1.165,204546
2025-01-30,1.16,1.385,1.095,1.29,272608
2025-01-31,1.275,1.3,1.15,1.2,230920
2025-02-03,1.23,1.23,1.14,1.14,49626
2025-02-04,1.175,1.415,1.135,1.41,490898
2025-02-05,1.6,1.72,1.44,1.56,1395560
2025-02-06,1.6,1.845,1.6,1.845,931957
2025-02-07,1.78,1.91,1.625,1.76,717476
2025-02-10,1.755,1.85,1.58,1.63,417531
2025-02-11,1.58,1.735,1.525,1.69,415094
2025-02-12,1.715,1.72,1.6,1.62,156530
2025-02-13,1.67,1.815,1.58,1.745,215961
2025-02-14,1.745,2.08,1.655,1.97,587628
2025-02-17,1.98,2,1.835,1.89,136287
2025-02-18,1.89,1.935,1.775,1.82,240658
2025-02-19,1.81,1.95,1.735,1.91,490336
2025-02-20,1.94,2.28,1.94,2.18,924152
2025-02-21,2.19,2.19,2.04,2.04,261076
2025-02-24,2.03,2.13,1.92,1.98,206707
2025-02-25,1.975,2.08,1.925,2,72817
2025-02-26,2.01,2.06,1.92,2.03,103919
2025-02-27,1.97,2.03,1.895,1.9,66751
2025-02-28,1.86,1.87,1.7,1.72,276341
2025-03-03,1.72,1.795,1.72,1.79,26232
2025-03-04,1.74,1.785,1.61,1.65,46671
2025-03-05,1.62,1.745,1.61,1.74,56604
2025-03-06,1.745,1.915,1.73,1.775,191570
2025-03-07,1.8,1.8,1.72,1.72,11183
2025-03-10,1.765,1.765,1.6,1.61,99036
2025-03-11,1.59,1.59,1.46,1.485,205033
2025-03-12,1.465,1.55,1.46,1.5,108877
2025-03-13,1.5,1.5,1.42,1.44,262652
2025-03-14,1.43,1.46,1.41,1.42,161675
2025-03-17,1.42,1.46,1.35,1.375,142203
2025-03-18,1.375,1.405,1.29,1.315,147655
2025-03-19,1.325,1.52,1.08,1.19,1647789
2025-03-20,1.17,1.175,1.02,1.03,456286
2025-03-21,1.025,1.09,1,1.05,175229
2025-03-24,1.04,1.27,1.04,1.17,912820
2025-03-25,1.27,1.845,1.27,1.845,1925394
2025-03-26,1.95,2.14,1.73,1.73,2568411
2025-03-27,1.795,2.22,1.725,2.22,1227598
2025-03-28,2.55,2.78,2.1,2.18,2126690
2025-03-31,2.2,2.29,1.855,1.97,1354249
2025-04-01,2,2.1,1.72,1.75,687578
2025-04-02,1.745,1.78,1.6,1.62,459942
2025-04-03,1.54,1.95,1.515,1.82,993254
2025-04-04,1.8,1.86,1.62,1.62,385047
2025-04-07,1.48,1.66,1.22,1.61,1498734
2025-04-08,1.8,1.89,1.735,1.81,542325
2025-04-09,1.74,2.07,1.715,2.02,723195
2025-04-10,2.1,2.28,2.04,2.18,877959
2025-04-11,2.1,2.16,1.97,1.995,430487
2025-04-14,2.05,2.5,2.05,2.36,1031795
2025-04-15,2.34,2.86,2.27,2.86,1360662
2025-04-16,3.02,3.46,2.95,3.23,1273916
2025-04-17,3.13,3.21,2.87,3,782437
2025-04-22,3.15,3.38,3.05,3.2,443803
2025-04-23,3.18,3.2,2.94,3.1,212452
2025-04-24,3.2,3.2,2.88,2.92,242134
2025-04-25,2.91,3.17,2.75,3,315717
2025-04-28,3,3.7,3,3.33,890070
2025-04-29,3.3,3.34,2.96,3,484997
2025-04-30,2.97,3.18,2.8,2.95,313364
2025-05-02,2.92,3.03,2.75,2.88,222286
2025-05-05,2.88,2.95,2.76,2.81,125008
2025-05-06,2.82,3.15,2.75,2.87,548956
2025-05-07,2.9,2.98,2.81,2.86,134968
2025-05-08,2.85,2.96,2.82,2.83,84008
2025-05-09,2.83,2.89,2.74,2.85,121796
2025-05-12,2.9,3.15,2.9,3.04,290681
2025-05-13,3.04,3.12,2.94,3.02,91513
2025-05-14,2.91,3.2,2.9,3.15,148828
2025-05-15,3.12,3.16,3.01,3.01,42195
2025-05-16,3.05,3.71,2.96,3.48,492036
2025-05-19,3.4,4.11,3.4,4.1,617008
2025-05-20,4,4.14,3.76,3.85,353571
2025-05-21,3.87,4.65,3.72,4.57,502254
2025-05-22,4.5,4.93,4.43,4.6,423064
2025-05-23,4.65,4.85,4.2,4.25,322147
2025-05-26,4.5,4.8,4.4,4.71,326536
2025-05-27,4.8,5.26,4.8,5.16,363709
2025-05-28,5.3,5.5,4.8,4.88,415753
2025-05-29,5,6.32,4.79,6.32,691347
2025-05-30,6.5,8.1,6.3,8.1,1133901
2025-06-02,7.02,8,6.06,6.08,1252437
2025-06-03,6.1,6.7,5.16,5.28,982541
2025-06-04,5.28,6.3,5.06,5.72,727054
2025-06-05,5.8,5.92,4.7,4.7,852868
2025-06-06,4.7,5.06,4.32,4.69,595474
2025-06-09,4.7,5.36,4.7,5.18,413188
2025-06-10,5.18,5.68,5.02,5.32,525791
2025-06-11,5.5,5.74,5.04,5.3,253987
2025-06-12,5.3,5.5,5.08,5.18,111042
2025-06-13,5.18,5.3,4.72,4.72,196577
2025-06-16,4.85,5.88,4.85,5.88,502711
2025-06-17,5.32,5.6,4.32,4.32,1479775
2025-06-18,4.43,4.76,3.92,4.45,1072650
2025-06-20,4.5,4.6,4.22,4.4,185458
2025-06-23,4.35,4.35,3.8,3.95,515096
2025-06-24,3.96,4.44,3.62,4.21,667775
2025-06-25,4.22,5.14,4.1,4.91,869737
2025-06-26,5.1,6,5.1,5.68,924339
2025-06-27,6.7,6.78,5.72,5.94,842965
2025-06-30,6.06,6.36,5.46,5.46,437645
2025-07-01,5.42,5.54,5,5.16,295594
2025-07-02,5.06,5.4,5.06,5.18,96099
2025-07-03,5.18,5.42,5.06,5.36,89485
2025-07-04,5.22,5.4,4.91,5.08,128599
2025-07-07,5.08,5.3,4.92,5.22,107979
2025-07-08,5.22,5.22,4.85,4.88,181093
2025-07-09,4.88,5.5,4.7,5.16,304220
2025-07-10,5.18,5.32,5,5.04,176878
2025-07-11,5.1,5.22,5,5.04,80806
2025-07-14,5.14,5.16,4.9,5.04,117277
2025-07-15,5,5,4.81,4.84,118528
2025-07-16,4.87,5.2,4.86,5.06,113400
2025-07-17,4.99,4.99,4.82,4.84,88953
2025-07-18,4.85,4.99,4.82,4.92,44770
2025-07-21,4.92,5.1,4.83,4.95,73609
2025-07-22,5,5,4.82,4.82,28488
2025-07-23,4.82,4.9,4.71,4.73,58222
2025-07-24,4.73,4.81,4.44,4.48,175348
2025-07-25,4.48,4.65,4.3,4.6,106103
2025-07-28,4.6,4.6,4.4,4.49,68405
2025-07-29,4.49,4.51,4.29,4.37,70051
2025-07-30,4.31,4.37,4.21,4.3,62413
2025-07-31,4.54,4.74,4.4,4.47,272495
2025-08-01,4.54,4.54,4.2,4.38,69990
2025-08-04,5,5.16,4.52,4.56,793388
2025-08-05,4.5,4.55,3.93,4.19,502436
2025-08-06,4.04,4.13,3.42,3.46,765811
2025-08-07,3.54,3.8,2.81,2.81,1177402
2025-08-08,2.92,3.15,2.81,2.94,572907
2025-08-11,2.85,3.09,2.72,2.88,541438
2025-08-12,2.88,2.97,2.86,2.88,105758
2025-08-13,2.88,3.45,2.88,3.13,944119
2025-08-14,3.13,3.24,3,3.16,270898
2025-08-18,3.15,3.2,3,3,133948
2025-08-19,3.01,3.11,3.01,3.02,107301
2025-08-20,2.98,3.54,2.9,3.32,560783
2025-08-21,3.35,3.58,3.23,3.5,380309
2025-08-22,3.46,3.54,3.22,3.27,169076
2025-08-25,3.36,3.36,3.14,3.21,92627
2025-08-26,3.22,3.29,3.15,3.17,30726
2025-08-27,3.2,3.35,3.17,3.25,135083
2025-08-28,3.25,3.25,3.02,3.11,80960
2025-08-29,3.11,3.16,2.9,2.93,159921
2025-09-01,2.95,3.04,2.9,2.95,75757
2025-09-02,2.97,3.02,2.92,2.98,46001
2025-09-03,2.98,2.98,2.85,2.93,38998
2025-09-04,2.93,2.93,2.83,2.85,29727
2025-09-05,2.88,2.91,2.8,2.83,79418
2025-09-08,2.85,3.49,2.76,3.36,685434
2025-09-09,3.36,3.81,3.12,3.67,684782
2025-09-10,3.66,3.66,3.1,3.16,407547
2025-09-11,3.14,3.15,3.02,3.06,287146
2025-09-12,3.07,3.07,2.77,2.81,907570
2025-09-15,2.78,2.89,2.51,2.51,638529
2025-09-16,2.45,2.45,2.02,2.11,1519535
2025-09-17,2.12,2.39,2.1,2.14,1033980
2025-09-18,2.12,2.29,2.1,2.16,362954
2025-09-19,2.16,2.21,2.11,2.12,219376
2025-09-22,2.19,2.32,2.15,2.19,340792
2025-09-23,2.24,2.46,2.15,2.39,658942
2025-09-24,2.35,2.41,2.25,2.26,255397
2025-09-25,2.29,2.3,2.21,2.26,76657
2025-09-26,2.2,2.33,2.09,2.12,342711
2025-09-29,2.24,2.27,2.16,2.2,90991
2025-09-30,2.1,2.19,2.03,2.08,221779
2025-10-01,2.07,2.15,2.04,2.1,114309
2025-10-02,2.13,2.15,2.06,2.09,38594
2025-10-03,2.1,2.13,2.06,2.06,34972
2025-10-06,2.09,2.09,1.96,1.99,138723
2025-10-07,2.02,2.03,1.955,1.995,70281
2025-10-08,2.01,2.01,1.885,1.93,140122
2025-10-09,1.945,2.01,1.91,1.91,123424
2025-10-10,1.91,1.965,1.8,1.84,157864
2025-10-13,1.815,1.825,1.785,1.8,63118
2025-10-14,1.8,1.815,1.72,1.765,109245
2025-10-15,1.77,1.82,1.735,1.82,76394
2025-10-16,1.835,2.1,1.835,1.94,523529
2025-10-17,1.99,2.04,1.815,1.84,213582
2025-10-20,1.88,1.92,1.83,1.87,70473
2025-10-21,1.83,1.85,1.74,1.8,178759
2025-10-22,1.8,1.815,1.77,1.81,36571
2025-10-23,1.815,1.815,1.75,1.79,73530
2025-10-24,1.79,1.815,1.77,1.795,21423
2025-10-27,1.8,1.8,1.7,1.725,151661
2025-10-28,1.705,1.755,1.67,1.69,46672
2025-10-29,1.705,1.725,1.67,1.7,41630
2025-10-30,1.695,1.725,1.67,1.71,47741
2025-10-31,1.7,1.7,1.67,1.7,26328
2025-11-03,1.67,1.705,1.66,1.7,38734
2025-11-04,1.7,1.7,1.665,1.695,21217
2025-11-05,1.7,1.7,1.665,1.69,13687
2025-11-06,1.695,1.695,1.625,1.69,78245
2025-11-07,1.69,1.69,1.63,1.675,60001
2025-11-10,1.67,1.675,1.635,1.66,23810
2025-11-12,1.66,1.66,1.625,1.65,24379
2025-11-13,1.62,1.67,1.615,1.65,37769
2025-11-14,1.645,1.69,1.615,1.67,68881
2025-11-17,1.65,1.78,1.635,1.755,104216
2025-11-18,1.76,1.8,1.66,1.68,49925
2025-11-19,1.67,1.71,1.65,1.695,37538
2025-11-20,1.695,1.95,1.675,1.89,312036
2025-11-21,1.945,1.95,1.76,1.775,110578
2025-11-24,1.775,1.775,1.65,1.7,81771
2025-11-25,1.7,1.76,1.65,1.73,43514
2025-11-26,1.74,1.75,1.625,1.71,52222
2025-11-27,1.71,1.71,1.625,1.66,49996
2025-11-28,1.66,1.69,1.61,1.66,60430
2025-12-01,1.66,1.66,1.58,1.62,35754
2025-12-02,1.62,1.63,1.58,1.62,30423
2025-12-03,1.615,1.615,1.59,1.595,3866
2025-12-04,1.605,1.68,1.605,1.635,55482
2025-12-05,1.635,1.65,1.6,1.6,21364
2025-12-08,1.625,1.625,1.49,1.505,96708
2025-12-09,1.5,1.535,1.37,1.445,82056
2025-12-10,1.415,1.495,1.405,1.48,61591
2025-12-11,1.47,1.49,1.44,1.48,55748
2025-12-12,1.48,1.48,1.415,1.435,33905
2025-12-15,1.435,1.44,1.36,1.39,66320
2025-12-16,1.38,1.38,1.305,1.32,55118
2025-12-17,1.32,1.38,1.32,1.32,84435
2025-12-18,1.325,1.35,1.32,1.32,35869
2025-12-19,1.34,1.34,1.25,1.29,64122
2025-12-22,1.29,1.295,1.21,1.22,253144
2025-12-23,1.26,1.26,1.19,1.23,186919
2025-12-29,1.205,1.28,1.205,1.265,32702
2025-12-30,1.265,1.335,1.265,1.31,34945
2026-01-02,1.35,1.44,1.3,1.4,113841
2026-01-05,1.4,1.47,1.38,1.435,82062
2026-01-07,1.435,1.46,1.38,1.39,49558
2026-01-08,1.4,1.4,1.365,1.365,27090
2026-01-09,1.365,1.39,1.345,1.37,45843
2026-01-12,1.37,1.77,1.37,1.77,420387
2026-01-13,1.85,2.42,1.85,2.42,2155457
2026-01-14,2.42,2.59,2.07,2.32,2150622
2026-01-15,2.34,2.57,2.26,2.34,775348
2026-01-16,2.34,2.4,2.2,2.21,305631
